,text,COMMENT_COUNT
110,Ive argued time Snarky Puppy used sentence breath mentioning greatest big bands ever Like Mel Lewis Thad Jones Count Basie Sun Ra Duke Ellington Billy Eckstine Liberation Music Orchestra etc etc etc This performance Trinity evidence beyond reasonable doubt,1
111,Wth going although love music many man make orchestra snarky puppy,1
112,guys arranger one,4
113,anyone experienced actual place recording feel headset,4
114,WHAT A LOVELY ARRANGEMENT,4
115,SUCH SUCH SUCH A BEAUTIFUL MIX CONGRATS WHOAAHHHH,4
116,Sending love positivity may read,1
117,Eiii drummers sync wooowww,1
118,The mix absolutely freekin incredible,1
119,This idea would cool snarky puppy would gospel,1
120,YO So everybody room vibe homeboys rythem section CHURCH start poppin end Plus man Shaun feelin something denying Lemme get praise break snarky Puppy Let go,1
121,What noise,3
122,want keep simple fucking masterpiece,1
123,This I would jamming friends im actually good instrument friends,1
124,band sound like mess drummers guitar players bass Dat horns dat,1
125,Folks without shadow doubt coolest thing I ever experienced Thank making outstanding musicianship available experienced free YouTube It perfect,1
126,My biggest issue listening SP Catholic person I told go heaven life,1
127,Talk Trinity real That church feel end amazing guys,1
128,THEY BETTER SHOUT,1
129,I never get much I fucking love band,1
130,,1
131,Ohhhhh God backk chills,1
132,This noir feeling id I almost see movie like sin city Good stuff,1
133,This might one best recordings time It perfectly balanced I tried different headphones speaker setups Sounds good cars It impressive,1
134,I still miss Cory Henrys presence projects Shawn dope though shouts guys keepin Jazz alive,1
135,The degree difficulty engineer instruments well equivalent rocket science,1
136,Someone PLEASE make ten hour version brilliant encore,1
137,moog lead reminds much Ronald Jenkees What cool sound Loved,1
138,I big fan Mark Letterie solo stuff years His music undoubtedly challenging extremely funky What I found though stuff I like insane rhythm drive much top terms equally interesting melodies Well Dayum This track I see difference solo stuff Snarky stuff horns smokin licks top add cherry In top Snarky tracks One songs I ever heard years hearing continues gain momentum last note,1
139,My heart screaming Larnell go somewhere around minute mark So good By far snarkiest puppies Stank,1
140,Simply put Amazing,1
141,wonder economics band works,1
142,Great ensemble talent Starts prog like feel morphs Earth Wind Fire Awesome,1
143,Y allergic women If need volunteers next session I,1
144,If Mike Oldfield Frank Zappa nephew called Al Jarreau IV,1
145,Is Shaun ok Why scream lol,2
146,Yo tryna go church end thang tho,1
147,,1
148,I wish could go back years practice order jam cats today,3
149,Shaun vibing moog solo heart warming,3
150,This best thing ever,1
151,Is way like song times,1
152,Amazing,1
153,,1
154,The largest collection Minimoog one room since Rick Wakeman Yes rig mid,1
155,incredible solo What groove,1
156,Ohh daaaamn This best I listened,1
157,hell,1
158,,1
159,I come back This thang Hall Of Fame worthy Esquisite,2
160,The best Snarky Ever Dam fonky,2
161,More content please,1
162,Que coisa mais maravilhosa Isso de Deus,1
163,When feel feel Go,1
164,What everyone wearing hedphones,1
165,If anyone ever asks give example music perfect groove try explain play know I listened many times say quite confidently one greatest pieces music I ever heard mind blowingly brilliant,1
166,How many drums percussions Snarky puppy yessss,1
167,hahahahahaa COULDNT LET IT GO,3
168,hahahahahaa COULDNT LET IT GO,3
169,hahahahahaa COULDNT LET IT GO,3
170,Nothing beats big band big band beats Snarky Puppy EXCELLENT,1
171,Man I know better band music musicians Your music sooooo original refreshing Every time I hear new tune marvelous surprise You next level whatever want call genre,1
172,OH MY GOD,1
173,This perfect mix It good Congrats Nic Hard Dave McNair,1
174,This guitar riff another world Fire See guys cologne next week,1
175,Despite joyfullness listenning simple question women band audience played Kaboul,1
176,This like Thriller,1
177,thats heaven started calling name,2
178,Just thought Snarky Puppy best band ever manage outdo best band ever,1
179,Aaaaaaaaaaah,1
180,Ive watched video times Every time tears come eye end Just watch masters enjoying creating something extraordinary certainly got Cant help THX members My world got better beauty still exists,1
181,Snarkies music aging like fine wine,1
182,I wonder additional drummers Larnell means auditioning orienting replacement I hope I actually like set drummers performance cuz meant Larnell pull back worldly playing drives musicians This impressive Larnell shine way I come expect crave lead drummer Just sayin,2
183,These chords please,1
184,Yessssssss,1
185,Someone explain otherwise I calling BS Why go concert put headphones You may well stream album stay home No total bull,3
186,Ok maybe I see point want audience hear sound engineer hears something But missing point live performances And using pretty mediocre audio technica headphones well Why use better performance space better acoustics No see point But I old fashioned,3
187,Again audience wearing headphones Is new thing I missed Someone please explain,3
188,fuckin love lads,1
189,Topzera demais c doido luxo sou f de mais meu sonho poder participar de um evento desse,1
190,I tickets Wembley Arena October,1
191,Love part Shawn Martin like DUDE almost crying Insane love,1
192,This mix insane I want make love kick drum It might best sounding kick I ever heard It breathes god name find space high end kick things If happen flat monitoring headphones listening much happening yet still much space openness,1
193,In humble opinion would better Larnell sole drummer Don get wrong drummer good predictable play safe Larnell would brought wilder creativity play without harming harmony looked dominant He looked reserved session I like additional percussions though,1
194,I get part middle But I sure I gonna love couple week I listened times EDIT wrong love,1
195,pocket groove,1
196,This pushed buy tickets see guys London,1
197,Nic Hard I dont know keep So f amazing mix many track Saludos desde Chile,1
198,giant steps EWF face vamp,1
199,Holy shit guitar section playing later tight crispy Sounds like one player super dense texture God I love guys much,1
200,Looks like felt God one lol iykyk,1
201,Am I one admire ridiculous amount skill talent room time cannot bring enjoy music,1
202,I crying Shaun crying leave alone,1
203,The guitar riff sounds like empest Tool Which sounds like Frame By Frame King Crimson Very cool,1
204,In days multi track recording major recording artists recorded single takes full orchestras I love Snarky Puppy record great Jazz tradition modern production value challenging enough instead acoustically controlled environment studio bar Absolutely nothing like,1
205,Please Cory Henry solo,1
206,I get nothing gets D,1
207,Probably best far WOW sooo many layers chart Keep going,1
208,Cory henry,1
209,pure joy love guys,1
210,newest vibe altogether,1
211,Anybody happens know number tracks PT project XD seriously,1
212,Love caption generator trying come something xD,1
213,Son un mantra progresivo,1
214,Ground Up music festival Can wait,1
215,This jam right If dentist played office Id problem keeping mouth open jaw would floor D,1
216,Must coolest experience biggest headache audio engineers mix They awesome job,1
217,minutes yawn,1
218,If guys keep good soon abducted Aliens cause got heard across galaxies possible life forms sense hearing,1
219,Fantastic fantastically well done played recorded mixed presented,1
220,Certainly expect minor blues solo,1
221,Snarky Puppy new definition st century music I actually missed guys,1
222,Man everytime I play video I tear The vamp song takes outta everytime Love Snarky Puppy,1
223,Especially Steps Ahead vibe wonderful And I like George Duke synth solo,1
224,Missing little bit Cory Henry,2
225,I cant get enough music Brilliant,2
226,What time signature,1
227,Its called trinity theres three drummers,1
228,Impeccably groovy Gorgeous mix mastering,1
229,Tarantino movie soundtrack probably would even much,1
230,Anyone else getting like weird jazz Banjo Kazooie music vibes Just Alright screw guys,1
231,Spiritual,1
232,Bernard Wright end made whole video worth RIP Nard,1
233,Yassss thats spiritual moment wow amazing,3
234,Listening snarky puppy def cutting edge audio therapy helping depression seriously inspired Thank guys putting souls Seriously world need see hear Def healing hopeful future,3
235,Love Rhodes sit mix everything breathing love Im fan band recording engineer I hope snarky puppy release dolby atmos binary versions Mann,3
236,Like like like like like like like like like liiiiiiiiiike,1
237,The highest paid band Works member,1
238,Very enjoyable jazz orchestra,1
239,I NEED Snarky Puppy movie videogame soundtrack If ever Psychonauts focusing teen Raz would injustice composing Big ups Snarky You never fail amaze,1
240,Music Magic,1
241,Un Bee Leeevable This SO GOOD,1
242,UH YA OK,1
243,They make music party,1
244,wow WOW,1
245,This close pinnacle,1
246,Amazing,1
247,I wish I Snarky Puppy money,1
248,Musical Power Plant,1
249,So good Well done everyone Can wait hear Expressive E Osmose,1
250,SHAUN MARTIN IS US ALL,1
251,YES I MISS DEEP ELLEM AND THIS VERSION OF SNARKY PUPPY,1
252,Incredible writing spacing voicing creativity musicianship Great groove great swinging GREAT MUSIC,1
253,Great composition Mark Look forward Cory H sitting live dropping keys solo groove It nuts,1
254,Justins synth intro good grief,1
255,Super magic,1
256,DOPE,1
257,,1
258,I grooving hard end Trinity next years local concert Snarky Puppy never disappoints,3
259,,1
260,Fucking ruined sax Sax fucking sucks I dont wanna hear sax,1
261,When guys coming Cape Town South Africa,1
262,Come Reno NV,1
263,starts,1
264,Seeing live first time GUMfest absolutely legendary,1
265,last chord Shaun preaching ahahaha,1
266,The joy infectious,1
267,Buy Trinity Pre Order Empire Central Buy Bet Transmission Empire Central Limited Podcast Series I wait nd September,1
268,Snarky puppy,1
269,So much joy room Such power music,1
270,Fat n Funky,1
271,These guys never fail Awesome song,1
272,I love live videos much It feels like I back high school discovering guys first time,1
273,A thousand guitars Twelve hundred keyboards six hundred saxos miriad drums percussionists One bass,1
274,Man colors amazing,1
275,Tout abord merci beaucoup pour ce concert trs pointu C est une pure merveille Guitaristes cuivres et rythmique enfer Bravo tous Marc Bezzina,1
276,A jazz orchestra name Snarky Puppy continue rock swing seems like effortless transitions themes solos movements A true delight The essence joy Looking forward Empire Central disc release Would love see CD DVD release album awesome videos Thanks music inspiration guys,1
277,You feeding senses music huge WOW,1
278,fu k audience wearing headphones fail,1
279,best sax bass sax playing I ever heard life,1
280,I see sheet music Heck arrangement memorize tight Wow,1
281,Exceptional,1
282,This new Lingus,1
283,reason video M views beyond,1
284,Anyone know headphones,1
285,many musicians vocalist clue funky rock,1
286,Omg chills wtf going,1
287,Boring wow,1
288,good DAMN,1
289,I love joy room,1
290,Amazing Cannot wait see live,1
291,The violin tune nice touch Love unison texture,1
292,Bro gets everytime,2
293,Esses caras incrveis,1
294,So hilarious watching audience bob heads headphones like competition prove whos jamming,1
295,All I think music R D top scientists respective fields DARPA musical projects would,1
296,Oh Lawdy take church,1
297,Always solid music Love build,1
298,Very groovy,1
299,Oh man song good I watch Groovy,1
300,Broke,1
301,Great young muscians magnifient I LOVE IT professional french drummer SOLO DRUMS AFRICAN LIBERATION FRIENDSHIPS AMERICAN FRIENDS BRAVISSIMO,1
302,Not sure audience incels,1
303,Learn official dance Snarky Puppy If really want enjoy music learn dance like It starts Mark best example Justin Bill Maz style dance everyone band Snarky Puppy Larnell even seated drums I every time I hear played,1
304,,2
305,That brass retun forever I love,1
306,Great song,1
307,Please come back Mexico,1
308,drummers sounds like one absolutely insane,1
309,That fantastic And felt,1
310,After years hardly listening music along comes Snarky Puppy totally renewed love music It impossible sit smile watching fantastic musicians playing exceptionally good music This,1
311,CANNOT stop watching listening Not since What About Me I pulled Snarky Puppy tune like Almost religious experience Mark Lettieri freakin talented Amazing Can wait release September,1
312,crazy band consolidated drummer give sudden cue musicians suddenly take right back idk planned judging michael caught guard body language think planned,1
313,So I found Mark Letteri wrote song last part inspired gospel artist Myron Butler No wonder thing sounded like church Myron amazing artist producer songwriter I JUST finding Myron one Mark inspirations song Mind blowing,1
314,I think everyone needs Shaun Martin life,1
315,This song gives like vibes I like,1
316,I love ensemble My favorite album We Like It Here It simply magical wordly even,1
317,What happening,1
318,It great live recording vids back Brings much depth,1
319,OMG praise break loading wow,2
320,Simply Awesome love,2
321,head heart exploded simultaniously,1
322,Of course Larnell drums,3
323,Makes happy love groove extended bit great,1
324,getting goosebump one newest album wait release,1
325,I think I ever experience like Trinity I think song elicits strong emotions th listen much first I watched listened video fewer twice day since I first much times day It fills every time I necessarily religious I know church nuf said,1
326,The crazy part music The Holy Spirit place whether believe Jesus The fact Snarky Puppy delivering quality music years make mistake gospel heavy creation,1
327,Snarky Puppy finally discovered time j,1
328,Also guitar riff sounds like Pantera The Sleep,2
329,Jesus christ,2
330,Very nice Wondering everyone wearing headphones live performance though Band audience,1
331,What I one people w headphones chilling Snarky Puppy vibes,1
332,I could cry Snarky Puppy done,1
333,I get music,1
334,dude gotta say man creativity freedom guys show music inspiring drummer listener mr louis amazing snarky puppy yall change feelings much higher plain want say great feeling listen music puts great mood love dearly,1
335,Fuck Yes,1
336,The overkill happen Should call Customers Jam Thomann,1
337,And free listen,1
338,start band entire music class,1
339,MAGIC nothing short brilliant please come India,1
340,holy shit,1
341,Incredible arrangement The mix fabulous Bravo musicians HOW music sound nowadays,1
342,OMG,1
343,Where Mr Dywane Thomas II fans MonoNeon,2
344,Close eyes picture Weather Report,1
345,seconds I feelin,1
346,,2
347,,2
348,The brain behind production mad mehhnnnnn I jsut Love So nice,1
349,,1
350,Dude Shaun caught THE SPIRIT end I love guy,1
351,The absolute passion love music shown entire room insane My God definition music,1
352,I thankful I live planet point time guys,1
353,Beautiful They playing Barcelona Monday th June amazing music hall I found late tickets left low visibility far band After watching I feel like I want stand dance instead It sucks I going miss This blast much going perfect harmony Art elevates soul,1
354,Please give us Also please let us know youre ever touring,1
355,OMG incredible experience must I would love experience live session like one day,1
356,The coolest musical organization planet,1
357,Time Signatures,1
358,good parts awful mess weirdly egoistical funk monsters,1
359,I like Keita Ogawa always smiling makes smile,1
360,Ill say This group Modern Yellowjackets What love Snarky,2
361,Got see Riverbend Cincinnati Steely Dan They awesome So many people know group ridiculous Love cats,1
362,Fantastic song The atmosphere room must incredible,1
363,ever seen sax player try sue gitar solo harder lol,1
364,They SUCH badasses,1
365,Are live shows headphones audience I wanna go one types,1
366,The white colonization jazz way We gotta careful know goes rock blues rap house techno exhibit A White people love Black music prefer white package tas result music Columbuses make way money enjoy levels reverence lionization attain chart success mainstream appeal Black pioneers dream Just saying If Larnell Lewis Cory Henry white everyone would know How possible jazz band minority Brothas band Odd,1
367,Sounds like dave weckl hard wired album I think half musicians grew listening GRP Bigband Chick Corea Jay Oliver Earth Wind Fire Dave Weckl Band,1
368,Anyone get Fred Hammond Blessed feel towards end song,1
369,Man I love extenden version much Wish I able stream,1
370,woofing sound,1
371,Duh yet another masterpiece Bro gave bartenders moniters,1
372,WOW NEW Snarky Puppy Dang How many drummers going stage As long I get Larnell moments Just sayin Seems like holding back one cuz many additional drummers,2
373,Snarky Puppy really almost went SHOUT,1
374,nice I want meet sound engineer,1
375,Please invite Guthrie Govan play guitar guest,1
376,Is Adam Neely,1
377,shaun martin expressive He always made every performance memorable,1
378,So good hurts Whew doggie,1
379,You guys holding back fr,1
380,synth players using kempers would love know using sick hell,1
381,Tighter new pair shoe laces,1
382,Could best groove Snakrky Puppy ever created,2
383,speechless WHAT A BAND WHAT A COMPOSITION,1
384,If Snarky Puppy went war Ukraine like right middle fighting pop concert war would end world peace would achieved I truly believe This group world musicians artists national global treasure,1
385,One word EARGASM,1
386,Yeah Michaels listening Jaga Jazzist last couple years P,1
387,Yesterday Ulm father concert played beginning It great,1
388,Nothing better watching Shaun mind explode videos,1
389,The groove starts reminds Louis Cole drum solo beat,1
390,ok insane In dope way,1
391,Groove sickkkkkkkkkk,1
392,Hot damn please come Denver tour,1
393,Great players Great sound lousy song writers It completely forgettable They groove YES They Riff Absolutely So Listen song Come back next day sing without hearing Completely forgettable Hard hards sake equate musical likeable I heard way better musicians half talented better writers But What I know world disposable everything,1
394,Great great great You make happy thanks,1
395,Sheesh grown arrangements,1
396,The album available preorder online store folks,1
397,fyi case never seen freddie hubbard,1
398,yeah dude toooooo,1
399,Your children celebrate world,1
400,I love dancing dude end That really,1
401,SNARKY HOCA,1
402,Man vibe SNARKY VIBE Almost praise break end Shawn ahaha,1
403,I MUST see point life Has totally different experience live Would never found Snarky Puppy Drumeo video Larnell Lewis playing Metallica I probably never heard Snarky Puppy I hooked since,1
404,Ahhhh yes new stuff,1
405,What beautiful peace art,1
406,,1
407,You guys continue amaze Bravo,1
408,horribly mixed Bass quiet drums quiet mainly hear cymbals drumer drums,1
409,dios qeu hermosuraaaaa,1
410,Respect FROM Kanaky,1
411,alright let,1
412,I wondering many inputs used came recording This dope video song,1
413,Snarky Puppy makes face melt,1
414,DAMN,1
415,I grateful opportunity seen amazing humans Snarky Puppy band experience You totally absorbed genuine passion music Shaun Martin mood lol,1
416,WOOOOOW AMAZING,1
417,Wow,1
418,Listen guys always edge seat never know might happen next,1
419,,1
420,running fender rhodes kemper profiler Never seen,1
421,wow double wow sooooo good,1
422,Excellent always I like sound instruments maybe much digital emulator makes lose character authenticity sounds like sound photograph imitated sound real I sorry I like,1
423,Perfect bond backsound,1
424,trochu vypad jako reklama na sluchtka audio technica ale jinak perfektn song,1
425,As guitarist I say drummer heaven horn paradise synth orgasm rhythm guitars lovely could better,1
426,Yesss,1
427,And sheet music,1
428,The beauty Snarky Puppy room full extremely talented musicians everyone one mind create amazing music This dope Its like giving us glimpse heaven look like,1
429,At one point sounds like someone trying solve crime I like hard enough,1
430,god damn audio quality one INSANE absolutely stunning piece performance,1
431,Oh simply divine,2
432,The head grooving thats going one another level,2
433,Shaun Martin us,1
434,absolutely great,1
435,Even audience pocket,1
436,synth solo good,1
437,God good,1
438,So smooooooooooth,1
439,Shaun overdosed funk,1
440,Frank dancin,1
441,Nasty,1
442,must taken days setup sound check imagine cabling,1
443,That good shite,1
444,Poor Larnell gunning double time outtro,1
445,Jazz alive Nice,1
446,Reminds insane rain pokemon jazz cover shit awesome,1
447,I know say nasty,1
448,Who written arrangement It fantastic,1
449,Mark Lettieri da house Thank folks,1
450,Please mix engineer snarkypuppy,1
451,Lol went church end little bit,1
452,Amazing Blown away,1
453,I would scared wear headphones someone wore sweat grime,1
454,drummersTHREE,1
455,sounds like music taken Super Mario Brothers,1
456,That whole lot Kempers,1
457,Every come together Chanel listen another outstanding Song Snarky Puppy like Lingus released,1
458,million likes,1
459,Need drums Aguante Marcelo Woloski nomaa,1
460,like telling horror terror story,1
461,I always wonder kind music almost exclusively male thing,1
462,This song masterpiece,1
463,totally one body brain might getting impulses voice comes unified WOW,1
464,Unbridled joy,2
465,,1
466,Hi I normally comment anything I watch I making exception There definitely something spirit captured video The odd time start shifts movement dark bright Shaun trying best hold right moment let go moment around minutes I think I watched times absolutely watch All I really want say I think I loved music much I much younger listening Return To Forever RIP CHICK You revived zeal music THANK YOU,1
467,Got vibes dave matthews band Dreaming Tree one epic songs ever intro certain parts,1
468,Bald guy front actually slow seizure,1
469,Anyone know recorded,1
470,This new Genre Music What name Any existing term unfitting,2
471,Another one Khalid voice,2
472,The music I listen country drifts slowly towards fascism,1
473,C est cool avoir pris Jason Thomas pour Jouer avec Vous Merci pour ce partage que je partage mon tour sur FACEBOOK,1
474,pleasant camera man filming exactly synth guy hits chord omg,2
475,know hearing good massive volume reduction,2
476,Love I wish US tour dates come west please,1
477,Wow,1
478,Shaun Martin want end Love,1
479,Michael kind Tarantino music enjoy nice cool mood wait minutes explodes,1
480,Nada vai superar Lingus A melhor Msica,1
481,Can anyone guess many mics many boards needed record insanely clean,1
482,My favorite part video audience reactions,1
483,Finally something match We Like Here Sylva levels Wonderful,1
484,Some people think women audience It true But scroll comments see fewer women audience Do women naturally appreciate instrumental fusion jazz rock,4
485,Is Mark Lettieri begins arpeggio If left side,4
486,Finally,1
487,In complex composition many layers instruments one bass played one Michael League,1
488,John Mayer spirit arriving say hi,1
489,Wow You really feel heavy times past years total dread tentative hope light end tunnel I hope sound naive Instant classic love Snarky Puppy Let dance,1
490,one step higher different yes lord,1
491,Good lord,1
492,Wie immer unglaublich,1
493,Band crowd headphones Great musicians know I drop,1
494,Needed praise break end bad I NEEDED IT,1
495,Thanks,1
496,god I love line What great song,1
497,Unbelievable,1
498,Impresionante,1
499,Mike League amazing feel touch inspiring leader Maker extraordinaire,1
500,When I first saw room I remembered I legend movie I felt teleportation fifth minute somewhere I probably new Idk dude epic weird strange dope time,1
501,Can anyone explain Shaun Martin feelin song especially,1
502,Dont trumpet players ever really want break,1
503,american man I ever seen,1
504,Phenomenal,1
505,This band historical I think music like anywhere incredible band I amazed every time Incredible craftsmanship,1
506,like James Bond bad LSD high,2
507,like James Bond bad LSD high,2
508,Merveilleux bravo les gars et merci Bonjour de France,1
509,THIS dope arrangement Loving churchy vibe end whew thing got good,1
510,Nasty,1
511,RIP To Brotha Bernard Wright His influence,1
512,I want bass Can I least hug I get carried away I think,1
513,someone get high,1
514,I seriously want know Why mostly dudes,1
515,They perform gospel choir,1
516,Adoro som de vocs artista Abrao,1
517,Wow absolut masterpiece,1
518,Impresionante Felicidades,1
519,,1
520,I used kind music But beautiful music And groove Love,1
521,With good audiophile headphones amp sounds great awesome band,1
522,watcha snarky puppy,1
523,berklee kid shit tbh,1
524,This got goosebumps going crazy stimulating eargasms maximum,1
525,Oh stole Engine Earz Experiment however spelled Short lived project I knew exact chords gonna come drop Blah The electric guitar part even given electric guitar hiding plagiarism,1
526,holy fricc triangle goes hard,1
527,I opportunity see guys perform three different occasions I always left awe skill talent possess This latest effort flawless chain,1
528,This incredible Joyfull full love life music Great hear piece Mark Lettieri I extremely thankful groove,1
529,Love giving big Gil Evans vibes,1
530,Well done guys iam happy hear amazing song But whose scream,1
531,Thank YOU You overwheming,1
532,Throwing challenge idea Snarky Puppy musicians playing live tracks Jacob Collier Cubase song project,1
533,Very cool Go Go music style DC end least seems strongly inspired influenced style,1
534,I rather listen Skinny Puppy,1
535,Legends,1
536,Glooooory Come somebody This good,1
537,I really like Bob keep showing us unusual yet nice sounding guitar brands Fodera Tokai makes thinking F G P logo,1
538,Kool track reminds movie commando,1
539,Wow The composition awesome I want see How video production How many lines going board Who monitor mix And lastly I room mix one Anyone else notice shot Michael hitting big note sliding neck It mix Interesting,1
540,Sound engineer Hey Michael many drums need next album Michael Yes,1
541,Wether weport style,1
542,F A B,1
543,The body language audience represents,1
544,pipe dream version lingus,1
545,Maybe someday I one luckiest humanbeing earth sit,1
546,Who decided put advertisement middle song,1
547,I read crew necks polo necks thing Chriss smock shows far ahead curve guy,1
548,Ya NEVER miss huh Another banger playlist,1
549,THIS I missin Snarky Puppy The COZINESS performances Where people sit close surrounded incredible greatness set By time I learned great band could see far stage gotten popular fill huge venues Rightfully I Really want able sit close like began,1
550,Damn Im blown away This I call party And I love vibewhich I try describe thousand wordsbut often feels like playful subtle homage Prince,1
551,Outstanding,1
552,sax solo gripping I thought going lift chair,1
553,Song year right,1
554,Good job bro JESUS IS COMING BACK SOON PREPARE,1
555,Awesome fing awesome,1
556,si existe esto debe sonar el cielo,1
557,Just Beautiful,1
558,THeir level sound quality musicianship always unreal,1
559,This shit sounds like hot sauce chicken bacon Cajun fries,1
