207,check playlist youtube,1
208,check video youtube,1
209,share thoughts,1
210,subscribe plzzzzzzz plzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,1
211,youtube collaborator anyone subscribe subscribe back also start uploading youtube videos rel nofollow class ot hashtag href lmfao,1
212,guys lmfaois going reunion june expo idaho gardens going performe live going press conference answer questions live channel got publishing rights subscribe channel watch whole thing u believe look hope see u true fans yes free,1
213,iiiiiiiiiii love shake song oh sorry every shake song like watch subscribe never unlike brooooo shake,1
214,check playlist youtube,1
215,check video youtube br br br br,1
216,check video youtube,1
217,watching subscribe,1
218,come subscribe,1
219,subscribe channel please lol pro plays,1
220,check video youtube,1
221,check video youtube,1
222,wanna see many people like comment give month,1
223,please like comment watching,1
224,check video youtube,1
225,like comment kill p,1
226,check video youtube,1
227,check playlist youtube,1
228,check video youtube,1
229,check video youtube,1
230,check video youtube,1
231,check video youtube fb,1
232,school drop outs knew friends decided drop school think need id card certification prove educated clean criminal record talented person work entertainment field worldwide think could rich entertainers consolidating actors actresses well singers share profit,1
233,check video youtube,1
234,check video youtube,1
235,check video youtube,1
236,check playlist youtube br br br br,1
237,check video youtube,1
238,check playlist youtube br br,1
239,check video youtube,1
240,check video youtube,1
241,check video youtube,1
242,view br br best youtube video br subscribe channel please br thank lt br br melhor vdeo youtube br se inscreva meu canal por favor br obrigado lt br br mejor video youtube br si suscriba mi canal por favor br gracias lt br br meilleur vido youtube br si vous abonner chane se il vous plat br merci lt,1
243,party next share,1
244,lol check chanell subscribe please want subs thats im nearly,1
245,check video youtube,1
246,check video youtube,1
247,subscribe leave name subs back,1
248,check video youtube,1
249,please subscribe channel thanks,1
250,hey guys im years old remixer producer want guys help checking videos sure love music love subscribe know,1
251,check melbourne shuffle everybody,1
252,subscribe channel,1
253,please suscribe bored subscribers try get,1
254,subscribe watching,1
255,check video youtube br,1
256,hey subscribe mefor peace world,1
257,check playlist youtube,1
258,check video youtube,1
259,check playlist youtube,1
260,like comment reason,1
261,omg first video youtube hit billion views like comment agree,1
262,br please help get subscribers end night thx,1
263,like comment watching video big bang happened br,1
264,check playlist youtube br br,1
265,check playlist youtube,1
266,br br br br __ br br spooked spookinati br br share people unspooked br br br br br br br br,1
267,like comment watching,1
268,help get subscribers tomorrow br br br br br br br br br br br joking get butt hurt,1
269,check video youtube,1
270,like comment ur watching,1
271,check video youtube,1
272,like comment please,1
273,check playlist youtube,1
274,like subscribe,1
275,like comment watching phone,1
276,cool video lmfaovevo check shuffling videos channel get chance much appreciated cheers rel nofollow class ot hashtag href everydayimvaping,1
277,check playlist youtube,1
278,check playlist youtube tried,1
279,subscribe span class proflinkwrapper span class proflinkprefix span class proflink href oid supermariologan span thot robot dudes r epic awsome,1
280,watching subscribe span class proflinkwrapper span class proflinkprefix span class proflink href oid supermariologan span,1
281,check playlist youtube,1
282,like comment still jam song years,1
283,subscribe,1
284,check video youtube,1
285,video views br channel got subscribers,1
286,check video youtube,1
287,subscribe chanell,1
288,los invito subscribirse mi canal,1
289,check video youtube,1
290,check playlist youtube,1
291,check video youtube opponents mm br br br br br,1
292,check video youtube br br,1
293,subscribers sky diving help reach goal lt br trust doctor,1
294,check video youtube,1
295,check video youtube,1
296,check video youtube,1
297,check playlist youtube,1
298,check playlist youtube,1
299,check video youtube,1
300,href,1
301,check video youtube,1
302,need money check channel subscribe soon post get,1
303,check playlist youtube,1
304,like comment reason,1
305,youtube comments nut shell br br first br club br skip href close eyes br advertisements br like comment reason br christianity arguements br religious arguements br console wars br pcmasterace br trolls br quot million views video theres online people earth br complaints br pewdiepie fangirls br minecraft scrubs br r montageparodies br br br shit,1
306,check playlist youtube,1
307,check video youtube,1
308,please become first subscriber thank,1
309,get views subscribers reason,1
310,check video youtube,1
311,check video youtube,1
312,hello russia comes channel subscribe,1
313,check dance videos disappointed rel nofollow class ot hashtag href kinglothedancer,1
314,men stop naive idiots believing love believing women actually respect want fulfilling drama fee life check mgtow many channels youtube chose give information needed caution men enjoy disposable providers utility,1
315,pleas subscribe ps games video br ______________________________ br som tips contact kik skype br ______________________________ br kik pander br skype sander nicolaysen br ______________________ br pleas subscribe kashoo gaming,1
316,check playlist youtube,1
317,check video youtube,1
318,check playlist youtube,1
319,check video youtube br br br br br br,1
320,br attention subscribe channel br br gracias br,1
321,check video youtube,1
322,check video youtube,1
323,check video youtube,1
324,check video youtube,1
325,href,1
326,check video youtube,1
327,check playlist youtube,1
328,check video youtube,1
329,check playlist youtube hbbhhhgh,1
330,check playlist youtube,1
331,like subscrib watch,1
332,check video youtube,1
333,check video youtube hjalp,1
334,check video youtube,1
335,check video youtube,1
336,check video youtube,1
337,check video youtube,1
338,check video youtube,1
339,check video youtube,1
340,check video youtube qq,1
341,check video youtube,1
342,href please donate help pitbull please need dollars take vet,1
343,check video youtube,1
344,check video youtube,1
345,dear friends please subscribe channel glad see virucide,1
346,check video youtube,1
347,check video youtube,1
348,subscribe channel br tweet amp follow twitter therealterrell_ br follow back,1
349,want sub tell channel subscribe couple exceptions,1
350,check playlist youtube,1
351,subscribe subscribe back,1
352,check playlist youtube,1
353,check playlist youtube pl,1
354,check video youtube,1
355,check video youtube,1
356,check video youtube,1
357,check video youtube lo,1
358,check video youtube,1
359,check video youtube,1
360,check video youtube,1
361,check video youtube,1
362,subscribe channel yo dj feelz,1
363,hey guys subscribe chanel subscribe back like vids br br,1
364,check video youtube,1
365,check video youtube,1
366,white people going extinct information subscribe channel search videos quot white genocide quot thank,1
367,check video youtube,1
368,check video youtube,1
369,check video youtube,1
370,subscribers please,1
371,yo like song fricking beast anywon herd see mee rollin woke new buggti check nuketown rap shooting see nice quick scoping things training faze adoult freind sang freinds house rap going fun things,1
372,hi everyone cool check sexy know,1
373,check app solve party drunk problems br href,1
374,check video youtube old track still bad,1
375,check youtube channel cool beatboxing,1
376,check video youtube,1
377,hi everyone like music check music channel lexis band uploading songs covers soon miss please subscribe asit help us lot takes one click gt,1
378,subscribe,1
379,ummm hit k subscribers make minecraft videos help checking,1
380,sup gus video people loves party rock thanks watching please subscribe,1
381,hey guys jaylan wanted everybody know yall subscribe please would great new gaming channel notuploaded yet upload hit subs thank,1
382,great l subscribe,1
383,check video youtube jjiwajwkajajqjaubkm,1
384,check video youtube,1
385,subscribers look views million wtf p,1
386,check video youtube,1
387,check youtube channel rap,1
388,check video youtube,1
389,check video youtu,1
390,lmfao crazy dope check music channel minute would mean lot much love,1
391,check video youtube,1
392,everyday subscribe,1
393,man check raps channel im better rapper nigger fools,1
394,go check video,1
395,like comment,1
396,check video youtube,1
397,subscribe,1
398,check video youtube br looking wood pile br anyone seen hmm br bout pie br ladies,1
399,hahaa dance tightttt br br know quot got time demo man quot check stuff br br slappers slappers bangers click link peep game enjoy br br href,1
400,check music niggas,1
401,check video youtube,1
402,check funny video quot cereal box knocks baby quot channel,1
403,subscribe u think quot swag quot fucking stupid,1
404,tuto subscribe channel sign l please thank anything sign lot good video usually,1
405,abomination subscribe agree party channel cool lights,1
406,like comment guys started new channel get subscribers tonight ill paypal giveaway like comment friends see others also entered go,1
407,check hood doh flixter nossnevs,1
408,nezo ed br like amp share page facebook please,1
409,hey british youtuber br upload weekly br would mean world could subscribe br thanks joyce br,1
410,subscribe channel,1
411,hi guys please check vids promos subscribe,1
412,hey plz check music video thanks,1
413,check shit channel br br br subscribe like,1
414,good video,0
415,good song,0
416,every bady yust good time,0
417,people like shit hahahahah p br even real music computer based music br well done music industry,0
418,love song much,0
419,one makes wanna party like lmfao wanna rage every time one songs comes band quot rocks inc quot kids know party,0
420,best song ever,0
421,best song ever,0
422,check free stuff watching videos filling surveys br br href,1
423,love song makes happy,0
424,ooooo shuffllllllllllllllllllllllinnnnn,0
425,awesome,0
426,learned shuffle,0
427,best song saw,0
428,watch sound,0
429,looooooooove song,0
430,everyone please subscribe channel go look videos,1
431,everyone please subscribe channel go look videos,1
432,everyone please go subscribe channel loon videos,1
433,like comment reason,1
434,love song,0
435,song awesome guys best love video hilarious lol im getting popular fast rap meaning thumbs piss next water toilet doesnt make noise,1
436,many thumbs louis saving day,1
437,nice,0
