id,author,date,content,class,video_id,channel_id,date_published,video_title,like_count,comment_count,view_count
330,Karim Bazoka,2014-11-10,nice ..very nice﻿,f,CevxZvSJLk8,UC-8Q-hLdECwQmaWNwXitYDw,2013-09-05,Katy Perry - Roar (Official),15586013,760708,3673686440
329,Cem Devecioğlu devecioğlu,2014-11-10,Hii youtube﻿,f,CevxZvSJLk8,UC-8Q-hLdECwQmaWNwXitYDw,2013-09-05,Katy Perry - Roar (Official),15586013,760708,3673686440
328,MagpiedudeGaming,2014-11-10,I hate videos like these with those poor animals.﻿,f,CevxZvSJLk8,UC-8Q-hLdECwQmaWNwXitYDw,2013-09-05,Katy Perry - Roar (Official),15586013,760708,3673686440
327,monal shah,2014-11-10,"https://apps.facebook.com/my-polls/utsitcompetition2014?from=user_link&amp;ref_id=ouxg5e .  Please open this link and vote for  anand niketan international school, the  project name is project Fr-e-dom and share it with  yours friend.﻿",t,CevxZvSJLk8,UC-8Q-hLdECwQmaWNwXitYDw,2013-09-05,Katy Perry - Roar (Official),15586013,760708,3673686440
326,Arianna,2014-11-10,♫I know someone will see this ♥ I have a dream… I don’t have the greatest videos or the best quality Right now I feel like i'm not getting anywhere and I need your help ♫ If you could possibly watch my videos it means the world to me ♥ Please thumbs this up so others can see… I appreciate it so much ♥♫ Please listen before you hate. Honestly i  appreciate it so much  You don’t have to love me just give this 17 year old a chance﻿,t,CevxZvSJLk8,UC-8Q-hLdECwQmaWNwXitYDw,2013-09-05,Katy Perry - Roar (Official),15586013,760708,3673686440
325,Nathan Waterhouse,2014-11-10,Check out my acoustic channel ﻿,t,CevxZvSJLk8,UC-8Q-hLdECwQmaWNwXitYDw,2013-09-05,Katy Perry - Roar (Official),15586013,760708,3673686440
324,Kwon Kee,2014-11-09,"Hey yall its the real Kevin Hart, shout out to my fans!!! follow me +RealKevinHeart ﻿",t,CevxZvSJLk8,UC-8Q-hLdECwQmaWNwXitYDw,2013-09-05,Katy Perry - Roar (Official),15586013,760708,3673686440
323,Marnell Ampungan,2014-11-09,Check out this video on YouTube:Facebook lhudygirlamaya ﻿,t,CevxZvSJLk8,UC-8Q-hLdECwQmaWNwXitYDw,2013-09-05,Katy Perry - Roar (Official),15586013,760708,3673686440
322,MntDewWigger,2014-11-09,check out mah girl it duh shit yo﻿,t,CevxZvSJLk8,UC-8Q-hLdECwQmaWNwXitYDw,2013-09-05,Katy Perry - Roar (Official),15586013,760708,3673686440
321,We are proud to be Smilers,2014-11-09,"great song, but we all know that Katy buys her views..﻿",f,CevxZvSJLk8,UC-8Q-hLdECwQmaWNwXitYDw,2013-09-05,Katy Perry - Roar (Official),15586013,760708,3673686440
320,Oreja Ramanauskaite,2014-11-08,https://www.tsu.co/ToMeks Go register ;) free money;)﻿,t,CevxZvSJLk8,UC-8Q-hLdECwQmaWNwXitYDw,2013-09-05,Katy Perry - Roar (Official),15586013,760708,3673686440
319,Rafael Macho Gonzalez Jr,2014-11-08,I love that you subscribed﻿,t,CevxZvSJLk8,UC-8Q-hLdECwQmaWNwXitYDw,2013-09-05,Katy Perry - Roar (Official),15586013,760708,3673686440
318,Jacky Chan,2014-11-08,For latest movies 2014 please visit this site  http://www.networkedblogs.com/p/11cPWb?ref=panorama﻿,t,CevxZvSJLk8,UC-8Q-hLdECwQmaWNwXitYDw,2013-09-05,Katy Perry - Roar (Official),15586013,760708,3673686440
317,Free Fire,2014-11-08,"Hey Guys, I know you tend to skip these comments, but Take a look first.  I am Free Fire, A Big Room, Progressive House, Deep House, Dubstep &amp;  Chillstep Producer from a small town in Missouri. Down here, I have no  support from the community, and all I really ask is some critiquing,  Support, and Views.   My Music has gotten much better then what it was 10 months ago, and I  promise my new content should be more then satisfying. Soon I should be  able to advertise and I wont pester you guys anymore.  So gimme a chance and check out my music, thanks and god bless.﻿",t,CevxZvSJLk8,UC-8Q-hLdECwQmaWNwXitYDw,2013-09-05,Katy Perry - Roar (Official),15586013,760708,3673686440
316,Kathy Akers,2014-11-08,I love this song so much!:-D I've heard it so much I pretty much memorized  the lyrics﻿,f,CevxZvSJLk8,UC-8Q-hLdECwQmaWNwXitYDw,2013-09-05,Katy Perry - Roar (Official),15586013,760708,3673686440
315,Sam Kesha,2014-11-07,http://www.wattpad.com/story/26032883-she-can-love-you-good﻿,t,CevxZvSJLk8,UC-8Q-hLdECwQmaWNwXitYDw,2013-09-05,Katy Perry - Roar (Official),15586013,760708,3673686440
314,Caitlin Hepton,2014-11-07,i like this song because of all the animals and i like this song .﻿,f,CevxZvSJLk8,UC-8Q-hLdECwQmaWNwXitYDw,2013-09-05,Katy Perry - Roar (Official),15586013,760708,3673686440
313,Martwy Karas,2014-11-07,Katy Perry's songs are the best of the songs of women artists.﻿,f,CevxZvSJLk8,UC-8Q-hLdECwQmaWNwXitYDw,2013-09-05,Katy Perry - Roar (Official),15586013,760708,3673686440
312,Anders Lundgren,2014-11-07,#nowplaying Weekendmix track 04 : Katy Perry - Roar (DJ Denis Shmelev &amp; DJ Alex Serov Remix) http://youtu.be/CevxZvSJLk8   Listen live at: www.smartfm.nl/livestream.html﻿,t,CevxZvSJLk8,UC-8Q-hLdECwQmaWNwXitYDw,2013-09-05,Katy Perry - Roar (Official),15586013,760708,3673686440
311,Paul Lewis,2014-11-07,....because I AM a champion...and you're gonna hear me roar!   Today I AM my own champion  Today I AM a champion for the Creator  Today I AM doing positive in my world Today I AM blessing and healing all around me Today I AM successful and  creating success  ﻿,f,CevxZvSJLk8,UC-8Q-hLdECwQmaWNwXitYDw,2013-09-05,Katy Perry - Roar (Official),15586013,760708,3673686440
310,The Robot Green Hypno,2014-11-07,i like this song the video goes perfect with it﻿,f,CevxZvSJLk8,UC-8Q-hLdECwQmaWNwXitYDw,2013-09-05,Katy Perry - Roar (Official),15586013,760708,3673686440
309,xsilvermistx,2014-11-07,"I''ve figured out why I dislike this song: it''s supposed to be a power  ballad right? Something that''s uplifting and motivating by the end.  However, the final chorus has NO extra UMPH at the end and actually sounds  just like the first one. Instead of crescendo-ing into a powerful finish,  Roar just says on the same wavelength. It falls flat.﻿",f,CevxZvSJLk8,UC-8Q-hLdECwQmaWNwXitYDw,2013-09-05,Katy Perry - Roar (Official),15586013,760708,3673686440
308,Uroš Slemenjak,2014-11-07,"People, here is a new network like FB...you register also free, the  difference is only that you get paid for sharing, commenting and liking  posts and so one...don''t waste your time on fb for sharing and not being  paid!! Register here to make also money with your everyday posts!!  https://www.tsu.co/slema13 Wellcome to everyone! ;)﻿",t,CevxZvSJLk8,UC-8Q-hLdECwQmaWNwXitYDw,2013-09-05,Katy Perry - Roar (Official),15586013,760708,3673686440
307,BIANCA FLORENTINA MANTA,2014-11-07,Katy Perry is lion﻿,f,CevxZvSJLk8,UC-8Q-hLdECwQmaWNwXitYDw,2013-09-05,Katy Perry - Roar (Official),15586013,760708,3673686440
306,dinda zivic,2014-11-07,Katy Perry - Roar (Official): http://youtu.be/CevxZvSJLk8﻿,f,CevxZvSJLk8,UC-8Q-hLdECwQmaWNwXitYDw,2013-09-05,Katy Perry - Roar (Official),15586013,760708,3673686440
305,Paola Zelaya Deras,2014-11-07,This song is so AWESOME!!!She made everything stand out and all the viewers  could imagine themselves at the setting of the video. Awesome Job Katy  Perry!!!!﻿,f,CevxZvSJLk8,UC-8Q-hLdECwQmaWNwXitYDw,2013-09-05,Katy Perry - Roar (Official),15586013,760708,3673686440
304,Yourmomma Son,2014-11-06,This is so stupid. If you Roared at a Lion in real life you'd dede﻿,f,CevxZvSJLk8,UC-8Q-hLdECwQmaWNwXitYDw,2013-09-05,Katy Perry - Roar (Official),15586013,760708,3673686440
303,Serj Cat,2014-11-06,"Nature is beautiful, no need to place tits in video to impress people.﻿",f,CevxZvSJLk8,UC-8Q-hLdECwQmaWNwXitYDw,2013-09-05,Katy Perry - Roar (Official),15586013,760708,3673686440
302,Quinho Divulgaçoes,2014-11-06,me segue ha  https://www.facebook.com/marcos.sousa4?fref=ts﻿,t,CevxZvSJLk8,UC-8Q-hLdECwQmaWNwXitYDw,2013-09-05,Katy Perry - Roar (Official),15586013,760708,3673686440
301,Bobby Carlos,2014-11-06,"Lets be honest, you wouldn''t last 1 day on your own in the jungle. Stop  living n a fairy world.﻿",f,CevxZvSJLk8,UC-8Q-hLdECwQmaWNwXitYDw,2013-09-05,Katy Perry - Roar (Official),15586013,760708,3673686440
300,LrsLzk,2014-11-06,"I can''t comprehend why this video has nearly 700,000,000 views. Some people  found ''Gangnam Style'' funny so that explains its high view count but this  is just an awful pop song. I really have no clue on this one.﻿",f,CevxZvSJLk8,UC-8Q-hLdECwQmaWNwXitYDw,2013-09-05,Katy Perry - Roar (Official),15586013,760708,3673686440
299,Fazeela Boodoo,2014-11-06,It looks so real and my daughter is a big fan and she likes a lot of your  songs.﻿,f,CevxZvSJLk8,UC-8Q-hLdECwQmaWNwXitYDw,2013-09-05,Katy Perry - Roar (Official),15586013,760708,3673686440
298,Abhishek Kumar Gendah,2014-11-06,And somehow she has access to makeup in the middle of the woods...﻿,f,CevxZvSJLk8,UC-8Q-hLdECwQmaWNwXitYDw,2013-09-05,Katy Perry - Roar (Official),15586013,760708,3673686440
297,Googles top ten pics,2014-11-06,Katy Perry - Roar (Official): http://youtu.be/CevxZvSJLk8. I love this song  and video Katy Perry Rocks Wahoo! 😀😘﻿,f,CevxZvSJLk8,UC-8Q-hLdECwQmaWNwXitYDw,2013-09-05,Katy Perry - Roar (Official),15586013,760708,3673686440
296,William Carey,2014-11-06,"This song is the most boring, asinine song I have ever heard. Coming from a  guy who liked Teenage Dream (the song). Ever since Katy Perry''s divorce  it''s wave after wave of shitty but successful songs... For those of you  saying This is the next wave of pop music. Stick it up your ass. Katy  Perry is like Silly Putty. ﻿",f,CevxZvSJLk8,UC-8Q-hLdECwQmaWNwXitYDw,2013-09-05,Katy Perry - Roar (Official),15586013,760708,3673686440
295,a carlton,2014-11-06,I LOVE YOU!!! Because u make me smile when im sad you cheer me up with your  beautiful songs (: &lt;3﻿,f,CevxZvSJLk8,UC-8Q-hLdECwQmaWNwXitYDw,2013-09-05,Katy Perry - Roar (Official),15586013,760708,3673686440
294,RezAIIDay,2014-11-05,Such a good song ans Katy sounds great over the melody. Im growing as an  artist everyday from my hit song 'CRAZY' which has got my name out there.  cant thank my fans more for their support. If you could take a moment? to  check it and my music? maybe you'll join me to make my dream come true :)  thank you for your time﻿,t,CevxZvSJLk8,UC-8Q-hLdECwQmaWNwXitYDw,2013-09-05,Katy Perry - Roar (Official),15586013,760708,3673686440
293,m450nH,2014-11-05,"DAMNNNNNNNN, she is sexy O_O﻿",f,CevxZvSJLk8,UC-8Q-hLdECwQmaWNwXitYDw,2013-09-05,Katy Perry - Roar (Official),15586013,760708,3673686440
292,ELPaso1990TX,2014-11-05,I'd rather hear some propa explicit gangsta rap insted of this garbage.  This song is trash !﻿,f,CevxZvSJLk8,UC-8Q-hLdECwQmaWNwXitYDw,2013-09-05,Katy Perry - Roar (Official),15586013,760708,3673686440
291,hassan ss,2014-11-05,https://www.facebook.com/photo.php?fbid=313454548839369&amp;set=a.207230212795137.1073741825.100005244783212&amp;type=1&amp;theater  1111111111111111111﻿,t,CevxZvSJLk8,UC-8Q-hLdECwQmaWNwXitYDw,2013-09-05,Katy Perry - Roar (Official),15586013,760708,3673686440
290,OFFICIAL LEXIS,2014-11-04,Hi everyone! Do you like music? Then why not check out my music channel.  The LEXIS band will be uploading their own songs and covers soon so don't  miss out. Please SUBSCRIBE too as it does help us out a lot. Just takes one  click. -&gt;﻿,t,CevxZvSJLk8,UC-8Q-hLdECwQmaWNwXitYDw,2013-09-05,Katy Perry - Roar (Official),15586013,760708,3673686440
289,Truc Ng,2014-11-04,https://www.facebook.com/myfunnyriddles﻿,t,CevxZvSJLk8,UC-8Q-hLdECwQmaWNwXitYDw,2013-09-05,Katy Perry - Roar (Official),15586013,760708,3673686440
288,kyle kops,2014-11-04,https://soundcloud.com/j-supt-fils-du-son/fucking-hostile﻿,t,CevxZvSJLk8,UC-8Q-hLdECwQmaWNwXitYDw,2013-09-05,Katy Perry - Roar (Official),15586013,760708,3673686440
287,John Monster,2014-11-03,Οh my god ... Roar is the most liked video at Vevo .. while 2 months ago  was Justin's Baby.. congrats Katy . Applause &lt;3 ﻿,f,CevxZvSJLk8,UC-8Q-hLdECwQmaWNwXitYDw,2013-09-05,Katy Perry - Roar (Official),15586013,760708,3673686440
286,Bruno Alderete,2014-11-02,EVERYBODY PLEASE VOTE KATY AT EMA 2014 !!!!!  Best song  Best female Best pop Best live Best look  Best video  PLEASE VOTE KATY !!!!! PLEASE PLEASE PLEASE !!!!! VOTE VOTE VOTE !!!!! KATY KATY KATY !!!!!﻿,t,CevxZvSJLk8,UC-8Q-hLdECwQmaWNwXitYDw,2013-09-05,Katy Perry - Roar (Official),15586013,760708,3673686440
285,Michael Jurek,2014-11-02,I did a cover if u want to check it out THANK U.....Michael Age 8﻿,t,CevxZvSJLk8,UC-8Q-hLdECwQmaWNwXitYDw,2013-09-05,Katy Perry - Roar (Official),15586013,760708,3673686440
284,Khris Parkhill,2014-11-02,The Perry you're doing a good job good job I love all of their videos and  by the way can you please describe to my channel please please please  please I'm trying to get as many comments to Skyburst lights is a cancer  and get famous please﻿,t,CevxZvSJLk8,UC-8Q-hLdECwQmaWNwXitYDw,2013-09-05,Katy Perry - Roar (Official),15586013,760708,3673686440
283,Jackson Heber,2014-11-01,I love katty perry﻿,f,CevxZvSJLk8,UC-8Q-hLdECwQmaWNwXitYDw,2013-09-05,Katy Perry - Roar (Official),15586013,760708,3673686440
282,Nedim Alp SEÇGEL,2014-11-01, Facebook account HACK!! http://hackfbaccountlive.com/?ref=4477063﻿,t,CevxZvSJLk8,UC-8Q-hLdECwQmaWNwXitYDw,2013-09-05,Katy Perry - Roar (Official),15586013,760708,3673686440
281,EDIN TIUL,2014-10-31,http://hackfbaccountlive.com/?ref=4344749﻿,t,CevxZvSJLk8,UC-8Q-hLdECwQmaWNwXitYDw,2013-09-05,Katy Perry - Roar (Official),15586013,760708,3673686440
280,sreekrishna praveen,2014-10-31,i love you katy perry because you will sing nice than shakira﻿,f,CevxZvSJLk8,UC-8Q-hLdECwQmaWNwXitYDw,2013-09-05,Katy Perry - Roar (Official),15586013,760708,3673686440
279,Grace R,2014-10-31,https://www.facebook.com/antrobofficial﻿,t,CevxZvSJLk8,UC-8Q-hLdECwQmaWNwXitYDw,2013-09-05,Katy Perry - Roar (Official),15586013,760708,3673686440
278,Mauro Tricolor,2014-10-30,http://minhateca.com.br/mauro-sp2013/Filmes+Series+Desenhos+Animes+Mp3+etc﻿,t,CevxZvSJLk8,UC-8Q-hLdECwQmaWNwXitYDw,2013-09-05,Katy Perry - Roar (Official),15586013,760708,3673686440
277,LuckyMusiqLive,2014-10-30,this song gives me strength! love her lyrics. this video really brings the  lyrics to life. I'm getting known fast because i rap with meaning.. thumbs  up if you piss next to the water in the toilet so its quiet...﻿,t,CevxZvSJLk8,UC-8Q-hLdECwQmaWNwXitYDw,2013-09-05,Katy Perry - Roar (Official),15586013,760708,3673686440
276,Alain Marius,2014-10-30,http://vimeo.com/106865403﻿,t,CevxZvSJLk8,UC-8Q-hLdECwQmaWNwXitYDw,2013-09-05,Katy Perry - Roar (Official),15586013,760708,3673686440
275,michael smith,2014-10-30,00 : 39 Im pretty sure that tiger just wanted a hug﻿,f,CevxZvSJLk8,UC-8Q-hLdECwQmaWNwXitYDw,2013-09-05,Katy Perry - Roar (Official),15586013,760708,3673686440
274,Nerdy Peach,2014-10-29,Hey! I'm NERDY PEACH and I'm a new youtuber and it would mean THE ABSOLUTE  world to me if you could check 'em out! &lt;3  Hope you like them! =D﻿,t,CevxZvSJLk8,UC-8Q-hLdECwQmaWNwXitYDw,2013-09-05,Katy Perry - Roar (Official),15586013,760708,3673686440
273,D Germain,2014-10-29,please look up DHG SONGS this is my playlist with a bunch of amazing songs ﻿,t,CevxZvSJLk8,UC-8Q-hLdECwQmaWNwXitYDw,2013-09-05,Katy Perry - Roar (Official),15586013,760708,3673686440
272,themind blasters,2014-10-29,plz subscribe to my channel i need subs and if you do i will sub back i  need help﻿,t,CevxZvSJLk8,UC-8Q-hLdECwQmaWNwXitYDw,2013-09-05,Katy Perry - Roar (Official),15586013,760708,3673686440
271,youngj,2014-10-29,People who believe in Illuminati are stupid the same people believe that  911 was made by the American government﻿,f,CevxZvSJLk8,UC-8Q-hLdECwQmaWNwXitYDw,2013-09-05,Katy Perry - Roar (Official),15586013,760708,3673686440
270,Boshra Abdrhman,2014-10-29,Love it﻿,f,CevxZvSJLk8,UC-8Q-hLdECwQmaWNwXitYDw,2013-09-05,Katy Perry - Roar (Official),15586013,760708,3673686440
269,adrianavargova,2014-10-29,"When I hear Katy singing this, I cry. The song has got depth.﻿",f,CevxZvSJLk8,UC-8Q-hLdECwQmaWNwXitYDw,2013-09-05,Katy Perry - Roar (Official),15586013,760708,3673686440
268,Chris Madzier,2014-10-29,Katy Perry - Roar (Official)  #soundsofsunday   #music  ﻿,f,CevxZvSJLk8,UC-8Q-hLdECwQmaWNwXitYDw,2013-09-05,Katy Perry - Roar (Official),15586013,760708,3673686440
267,NeverGreen35,2014-10-28,Subscribe me and i subscribe you back!!﻿,t,CevxZvSJLk8,UC-8Q-hLdECwQmaWNwXitYDw,2013-09-05,Katy Perry - Roar (Official),15586013,760708,3673686440
266,Marie farias,2014-10-28,Love it when I can relate to my daughter's music. :-) Katy Perry - Roar  (Official): http://youtu.be/CevxZvSJLk8﻿,f,CevxZvSJLk8,UC-8Q-hLdECwQmaWNwXitYDw,2013-09-05,Katy Perry - Roar (Official),15586013,760708,3673686440
265,Yonate,2014-10-28,Sign up for free on TSU and start making money on social media add/follow  me and ill add follow you!! http://tsu.co/Roberts9010﻿,t,CevxZvSJLk8,UC-8Q-hLdECwQmaWNwXitYDw,2013-09-05,Katy Perry - Roar (Official),15586013,760708,3673686440
264,ahmed soliman,2014-10-28,we all love you Katy Perry &lt;3﻿,f,CevxZvSJLk8,UC-8Q-hLdECwQmaWNwXitYDw,2013-09-05,Katy Perry - Roar (Official),15586013,760708,3673686440
263,Robert Petrea,2014-10-27,"She kinda let herself go, huh?﻿",f,CevxZvSJLk8,UC-8Q-hLdECwQmaWNwXitYDw,2013-09-05,Katy Perry - Roar (Official),15586013,760708,3673686440
262,Emily Thrun,2014-10-27,Put famous people in the jungle for an hour and look what happens.﻿,f,CevxZvSJLk8,UC-8Q-hLdECwQmaWNwXitYDw,2013-09-05,Katy Perry - Roar (Official),15586013,760708,3673686440
261,Nick McGoldrick,2014-10-27,Check out my drum cover of E.T. here! thanks -&gt;   /watch?v=NO9pOVZ9OIQ&amp;list=UUltuCDIHsDeI01by1OW7WuQ﻿,t,CevxZvSJLk8,UC-8Q-hLdECwQmaWNwXitYDw,2013-09-05,Katy Perry - Roar (Official),15586013,760708,3673686440
260,Shaun Mac,2014-10-26,Also LuckyMusiqLive she probably could help u make it big because I think u  have talent. Just look her name up on the internet. Hit me up when u get  this message﻿,t,CevxZvSJLk8,UC-8Q-hLdECwQmaWNwXitYDw,2013-09-05,Katy Perry - Roar (Official),15586013,760708,3673686440
259,Denzel Saimi,2014-10-26,I fucking hate her. Why? Because she don't write her songs she got  producers for that. Second why tha fack is she in every song almost nude  mayby because she's an attention hooker.﻿,f,CevxZvSJLk8,UC-8Q-hLdECwQmaWNwXitYDw,2013-09-05,Katy Perry - Roar (Official),15586013,760708,3673686440
258,GX2re,2014-10-26,Katy Perry can't sing for shit. All i hear it autotune.﻿,f,CevxZvSJLk8,UC-8Q-hLdECwQmaWNwXitYDw,2013-09-05,Katy Perry - Roar (Official),15586013,760708,3673686440
257,IMustKillGoogle+,2014-10-25,Glad to know im not the only one who knows its katheryn's birthday today :)  happy birthday katy...and my sister. (they seriously have the same  birthday...)﻿,f,CevxZvSJLk8,UC-8Q-hLdECwQmaWNwXitYDw,2013-09-05,Katy Perry - Roar (Official),15586013,760708,3673686440
256,ali aydın,2014-10-25,I like you . Katy Perry 600▲60▲6▲﻿,f,CevxZvSJLk8,UC-8Q-hLdECwQmaWNwXitYDw,2013-09-05,Katy Perry - Roar (Official),15586013,760708,3673686440
255,Charles Breheny,2014-10-25,Www.youniqueproducts.com/joannagordon Younique by Joanna Gordon www.youniqueproducts.com﻿,t,CevxZvSJLk8,UC-8Q-hLdECwQmaWNwXitYDw,2013-09-05,Katy Perry - Roar (Official),15586013,760708,3673686440
254,Ashley Smith,2014-10-25,"Hey ! I know most people don''t like these kind of comments &amp; see at spam,  but I see as free advertising . So please check out my cover of Sparks Fly  by Taylor Swift ! It is not the best ever I know, but maybe with some  encouraging words of wisdom from many of you I can become better! Please go  to my channel and check it out !﻿",t,CevxZvSJLk8,UC-8Q-hLdECwQmaWNwXitYDw,2013-09-05,Katy Perry - Roar (Official),15586013,760708,3673686440
253,Hude Deni,2014-10-25,HAPPY BIRTHDAY KATY :) http://giphy.com/gifs/birthday-flowers-happy-gw3JY2uqiaXKaQXS/fullscreen  (That´s not me)﻿,t,CevxZvSJLk8,UC-8Q-hLdECwQmaWNwXitYDw,2013-09-05,Katy Perry - Roar (Official),15586013,760708,3673686440
252,Brian Schultes,2014-10-25,this song never get's old &lt;3 ﻿,f,CevxZvSJLk8,UC-8Q-hLdECwQmaWNwXitYDw,2013-09-05,Katy Perry - Roar (Official),15586013,760708,3673686440
251,ΑΓΛΑΪΑ ΛΕΠΤΟΚΑΡΙΔΟΥ,2014-10-24,:-D ♪♪♪ This is my favorite song ♥﻿,f,CevxZvSJLk8,UC-8Q-hLdECwQmaWNwXitYDw,2013-09-05,Katy Perry - Roar (Official),15586013,760708,3673686440
250,randman21,2014-10-24,I just realized that this verses in this song have the exact same melody as  the verses in Hey Ho by the Lumineers.﻿,f,CevxZvSJLk8,UC-8Q-hLdECwQmaWNwXitYDw,2013-09-05,Katy Perry - Roar (Official),15586013,760708,3673686440
249,katy perry,2014-10-24,Hey Katycats! We are releasing a movie at midnight UK time to celebrate  katy's 30th birthday! Be sure to subscribe to our channel and watch the  movie!﻿,t,CevxZvSJLk8,UC-8Q-hLdECwQmaWNwXitYDw,2013-09-05,Katy Perry - Roar (Official),15586013,760708,3673686440
