id,author,date,content,class,video_id,channel_id,date_published,video_title,like_count,comment_count,view_count
17,OutrightIgnite,2013-11-28,http://www.ebay.com/itm/171183229277?ssPageName=STRK:MESELX:IT&amp;_trksid=p3984.m1555.l2649 ﻿,t,9bZkp7q19f0,UCrDkAvwZum-UTjHmzDI2iIw,2012-07-15,PSY - GANGNAM STYLE(강남스타일) M/V,25860244,5332065,4582751936
18,Tony K Frazier,2013-11-28,http://ubuntuone.com/40beUutVu2ZKxK4uTgPZ8K﻿,t,9bZkp7q19f0,UCrDkAvwZum-UTjHmzDI2iIw,2012-07-15,PSY - GANGNAM STYLE(강남스타일) M/V,25860244,5332065,4582751936
19,Jose Renteria,2013-11-29,"We are an EDM apparel company dedicated to bringing you music inspired  designs. Our clothing is perfect for any rave or music festival. We have  NEON crop tops, tank tops, t-shirts, v-necks and accessories! follow us on  Facebook or on instagraml for free giveaways news and more!! visit our site  at OnCueApparel﻿",t,9bZkp7q19f0,UCrDkAvwZum-UTjHmzDI2iIw,2012-07-15,PSY - GANGNAM STYLE(강남스타일) M/V,25860244,5332065,4582751936
20,zhichao wang,2013-11-29,i think about 100 millions of the views come from people who only wanted to  check the views﻿,f,9bZkp7q19f0,UCrDkAvwZum-UTjHmzDI2iIw,2012-07-15,PSY - GANGNAM STYLE(강남스타일) M/V,25860244,5332065,4582751936
21,Carlos Thegamer,2013-12-01,subscribe to my channel people :D﻿,t,9bZkp7q19f0,UCrDkAvwZum-UTjHmzDI2iIw,2012-07-15,PSY - GANGNAM STYLE(강남스타일) M/V,25860244,5332065,4582751936
22,OutrightIgnite,2013-12-01,Show your AUBURN PRIDE HERE: http://www.teespring.com/tigermeathoodie﻿,t,9bZkp7q19f0,UCrDkAvwZum-UTjHmzDI2iIw,2012-07-15,PSY - GANGNAM STYLE(강남스타일) M/V,25860244,5332065,4582751936
23,Owen Lai,2013-12-01,just checking the views﻿,f,9bZkp7q19f0,UCrDkAvwZum-UTjHmzDI2iIw,2012-07-15,PSY - GANGNAM STYLE(강남스타일) M/V,25860244,5332065,4582751936
24,||GuitarZ||,2013-12-23,CHECK OUT MY CHANNEL,t,9bZkp7q19f0,UCrDkAvwZum-UTjHmzDI2iIw,2012-07-15,PSY - GANGNAM STYLE(강남스타일) M/V,25860244,5332065,4582751936
25,Living4Techno,2013-12-25,marketglory . com/strategygame/andrijamatf earn real money from game,t,9bZkp7q19f0,UCrDkAvwZum-UTjHmzDI2iIw,2012-07-15,PSY - GANGNAM STYLE(강남스타일) M/V,25860244,5332065,4582751936
26,8-BitMusic,2013-12-27,Hey guys! Im a 12 yr old music producer. I make chiptunes and 8bit music.  It would be wonderful if you checked out some of my 8bit remixes! I even  have a gangnamstyle 8bit remix if you would like to check that out ;)  Thanks!!,t,9bZkp7q19f0,UCrDkAvwZum-UTjHmzDI2iIw,2012-07-15,PSY - GANGNAM STYLE(강남스타일) M/V,25860244,5332065,4582751936
27,Kyle Jaber,2014-01-19,Check me out! I'm kyle. I rap so yeah ﻿,t,9bZkp7q19f0,UCrDkAvwZum-UTjHmzDI2iIw,2012-07-15,PSY - GANGNAM STYLE(강남스타일) M/V,25860244,5332065,4582751936
28,Brandon Pryor,2014-01-19,I dont even watch it anymore i just come here to check on 2 Billion or not﻿,f,9bZkp7q19f0,UCrDkAvwZum-UTjHmzDI2iIw,2012-07-15,PSY - GANGNAM STYLE(강남스타일) M/V,25860244,5332065,4582751936
29,Fun&amp;Hacks,2014-01-19,"Subscribe to me for free Android games, apps.. ﻿",t,9bZkp7q19f0,UCrDkAvwZum-UTjHmzDI2iIw,2012-07-15,PSY - GANGNAM STYLE(강남스타일) M/V,25860244,5332065,4582751936
30,Young Hittaz,2014-01-19,everyone please come check our newest song in memories of Martin Luther  King Jr.﻿,t,9bZkp7q19f0,UCrDkAvwZum-UTjHmzDI2iIw,2012-07-15,PSY - GANGNAM STYLE(강남스타일) M/V,25860244,5332065,4582751936
31,DropShotSk8r,2014-01-19,"Came here to check the views, goodbye.﻿",f,9bZkp7q19f0,UCrDkAvwZum-UTjHmzDI2iIw,2012-07-15,PSY - GANGNAM STYLE(강남스타일) M/V,25860244,5332065,4582751936
32,ElepticRage,2014-01-19,sub my channel for no reason -_-﻿,t,9bZkp7q19f0,UCrDkAvwZum-UTjHmzDI2iIw,2012-07-15,PSY - GANGNAM STYLE(강남스타일) M/V,25860244,5332065,4582751936
33,Joengz,2014-01-19,"Check out my dubstep song Fireball, made with Fruity Loops. I really took  time in it.  /watch?v=telOA6RIO8o﻿",t,9bZkp7q19f0,UCrDkAvwZum-UTjHmzDI2iIw,2012-07-15,PSY - GANGNAM STYLE(강남스타일) M/V,25860244,5332065,4582751936
34,Tasha Lucius,2014-01-19,2 billion....Coming soon﻿,f,9bZkp7q19f0,UCrDkAvwZum-UTjHmzDI2iIw,2012-07-15,PSY - GANGNAM STYLE(강남스타일) M/V,25860244,5332065,4582751936
35,Jason Provencal,2014-01-19,Why dafuq is a Korean song so big in the USA. Does that mean we support  Koreans? Last time I checked they wanted to bomb us. ﻿,f,9bZkp7q19f0,UCrDkAvwZum-UTjHmzDI2iIw,2012-07-15,PSY - GANGNAM STYLE(강남스타일) M/V,25860244,5332065,4582751936
36,Kiddy Kidso,2014-01-19,Check my channel please! And listen to the best music ever :P﻿,t,9bZkp7q19f0,UCrDkAvwZum-UTjHmzDI2iIw,2012-07-15,PSY - GANGNAM STYLE(강남스타일) M/V,25860244,5332065,4582751936
37,HamzaMurt | Advanced Warefare | Lets Play!,2014-01-19,SUB 4 SUB PLEASE LIKE THIS COMMENT I WANT A SUCCESFULL YOUTUBE SO PPLEASE LIKE THIS  COMMENT AND SUBSCRIBE IT ONLY TAKES 10 SECONDS PLEASE IF YOU SUBSCRIBE ILL  SUBSCRIBE BACK THANKS﻿,t,9bZkp7q19f0,UCrDkAvwZum-UTjHmzDI2iIw,2012-07-15,PSY - GANGNAM STYLE(강남스타일) M/V,25860244,5332065,4582751936
38,ii Trollercopter,2014-01-19," Hey everyone!! I have just started my first YT channel i would be grateful  if some of you peoples could check out my first clip in BF4! and give me  some advice on how my video was and how i could improve it. ALSO be sure to  go check out the about to see what Im all about. Thanks for your time :) .  and to haters... You Hate, I WIN﻿",t,9bZkp7q19f0,UCrDkAvwZum-UTjHmzDI2iIw,2012-07-15,PSY - GANGNAM STYLE(강남스타일) M/V,25860244,5332065,4582751936
39,Eugene Kalinin,2014-01-19,"The projects After Effects, Music, Foto, Web sites and another you can find  and buy here  http://audiojungle.net/user/EugeneKalinin/portfolio?ref=EugeneKalinin﻿",t,9bZkp7q19f0,UCrDkAvwZum-UTjHmzDI2iIw,2012-07-15,PSY - GANGNAM STYLE(강남스타일) M/V,25860244,5332065,4582751936
40,Cody Tolleson,2014-01-20,YouTube/codytolleson for awesome videos I'll subscribe back ﻿,t,9bZkp7q19f0,UCrDkAvwZum-UTjHmzDI2iIw,2012-07-15,PSY - GANGNAM STYLE(강남스타일) M/V,25860244,5332065,4582751936
41,cake cat,2014-01-20,if you like roblox minecraft world of warcraft gta5 mario suscribe to my  channel﻿,t,9bZkp7q19f0,UCrDkAvwZum-UTjHmzDI2iIw,2012-07-15,PSY - GANGNAM STYLE(강남스타일) M/V,25860244,5332065,4582751936
42,World327RS,2014-01-20,SUBSCRIBE TO ME AND I'LL SUBSCRIBE TO YOU! (Must like - cZFcxsn0jnQ) ﻿,t,9bZkp7q19f0,UCrDkAvwZum-UTjHmzDI2iIw,2012-07-15,PSY - GANGNAM STYLE(강남스타일) M/V,25860244,5332065,4582751936
43,Didier Drogba,2014-01-20,http://www.twitch.tv/jaroadc come follow and watch my stream!﻿,t,9bZkp7q19f0,UCrDkAvwZum-UTjHmzDI2iIw,2012-07-15,PSY - GANGNAM STYLE(강남스타일) M/V,25860244,5332065,4582751936
44,MFkin PRXPHETZ,2014-01-20,"if you like raw talent, raw lyrics, straight real hip hop Everyone check my newest sound  Dizzy X - Got the Juice (Prod by. Drugs the Model Citizen)   COMMENT TELL ME WHAT YOU THINK  DONT BE LAZY!!!!  - 1/7 Prophetz﻿",t,9bZkp7q19f0,UCrDkAvwZum-UTjHmzDI2iIw,2012-07-15,PSY - GANGNAM STYLE(강남스타일) M/V,25860244,5332065,4582751936
45,Dave X,2014-01-20,....subscribe......  ......to my........  .....channel.......﻿,t,9bZkp7q19f0,UCrDkAvwZum-UTjHmzDI2iIw,2012-07-15,PSY - GANGNAM STYLE(강남스타일) M/V,25860244,5332065,4582751936
46,crestpee,2014-01-20,"now its 1,884,034,783 views! pls. comment the view count the next hour :P﻿",f,9bZkp7q19f0,UCrDkAvwZum-UTjHmzDI2iIw,2012-07-15,PSY - GANGNAM STYLE(강남스타일) M/V,25860244,5332065,4582751936
47,Leonardo Baptista,2014-01-20,http://www.avaaz.org/po/petition/Youtube_Corporation_Fox_Broadcasting_Company_Anular_os_strikes_no_Canal_Nostalgia/?cXPZpgb ﻿,t,9bZkp7q19f0,UCrDkAvwZum-UTjHmzDI2iIw,2012-07-15,PSY - GANGNAM STYLE(강남스타일) M/V,25860244,5332065,4582751936
48,Phuc Ly,2014-01-20,go here to check the views :3﻿,f,9bZkp7q19f0,UCrDkAvwZum-UTjHmzDI2iIw,2012-07-15,PSY - GANGNAM STYLE(강남스타일) M/V,25860244,5332065,4582751936
49,Milan George,2014-01-20,thumbs up if u checked this video to see hw views it got﻿,f,9bZkp7q19f0,UCrDkAvwZum-UTjHmzDI2iIw,2012-07-15,PSY - GANGNAM STYLE(강남스타일) M/V,25860244,5332065,4582751936
50,Kirsty Brown,2014-01-20,Plz subscribe to my channel and I will subscribe back xx﻿,t,9bZkp7q19f0,UCrDkAvwZum-UTjHmzDI2iIw,2012-07-15,PSY - GANGNAM STYLE(강남스타일) M/V,25860244,5332065,4582751936
51,Kochos,2014-01-20,i check back often to help reach 2x10^9 views and I avoid watching Baby﻿,f,9bZkp7q19f0,UCrDkAvwZum-UTjHmzDI2iIw,2012-07-15,PSY - GANGNAM STYLE(강남스타일) M/V,25860244,5332065,4582751936
52,eSkiip,2014-01-20,This video will get to 2 billion just because of people checking if it has  hit 2 billion yet.﻿,f,9bZkp7q19f0,UCrDkAvwZum-UTjHmzDI2iIw,2012-07-15,PSY - GANGNAM STYLE(강남스타일) M/V,25860244,5332065,4582751936
53,Wumrogue lite,2014-01-20,https://www.facebook.com/pages/Brew-Crew-2014/134470083389909 Like this  facebook-page! Chance to win an Iphone 5S!﻿,t,9bZkp7q19f0,UCrDkAvwZum-UTjHmzDI2iIw,2012-07-15,PSY - GANGNAM STYLE(강남스타일) M/V,25860244,5332065,4582751936
54,Ruddy Tapia,2014-01-20,get GWAR to play 2015 superbowl  http://www.change.org/petitions/the-national-football-league-allow-gwar-to-perform-the-2015-super-bowl-halftime-show#share ﻿,t,9bZkp7q19f0,UCrDkAvwZum-UTjHmzDI2iIw,2012-07-15,PSY - GANGNAM STYLE(강남스타일) M/V,25860244,5332065,4582751936
55,Artsi,2014-01-20,Pls follow this channel!! http://www.twitch.tv/sevadus﻿,t,9bZkp7q19f0,UCrDkAvwZum-UTjHmzDI2iIw,2012-07-15,PSY - GANGNAM STYLE(강남스타일) M/V,25860244,5332065,4582751936
56,ProsGamerOnly,2014-01-20,hi guys check my youtube channel﻿,t,9bZkp7q19f0,UCrDkAvwZum-UTjHmzDI2iIw,2012-07-15,PSY - GANGNAM STYLE(강남스타일) M/V,25860244,5332065,4582751936
57,JP Jochem,2014-01-20,Subscribe and like to me for more how to videos on minecraft!﻿,t,9bZkp7q19f0,UCrDkAvwZum-UTjHmzDI2iIw,2012-07-15,PSY - GANGNAM STYLE(강남스타일) M/V,25860244,5332065,4582751936
58,Jdidk Loma,2014-01-20,http://tankionline.com#friend=cd92db3f4 great game check it out!﻿,t,9bZkp7q19f0,UCrDkAvwZum-UTjHmzDI2iIw,2012-07-15,PSY - GANGNAM STYLE(강남스타일) M/V,25860244,5332065,4582751936
59,BaconBro HD,2014-01-20,Subscribe ME!﻿,t,9bZkp7q19f0,UCrDkAvwZum-UTjHmzDI2iIw,2012-07-15,PSY - GANGNAM STYLE(강남스타일) M/V,25860244,5332065,4582751936
60,Eanna Cusack,2014-01-20,Im just to check how much views it has﻿,f,9bZkp7q19f0,UCrDkAvwZum-UTjHmzDI2iIw,2012-07-15,PSY - GANGNAM STYLE(강남스타일) M/V,25860244,5332065,4582751936
61,fastestghost,2014-01-21,The first comment is chuck norrus ovbiously :D﻿,f,9bZkp7q19f0,UCrDkAvwZum-UTjHmzDI2iIw,2012-07-15,PSY - GANGNAM STYLE(강남스타일) M/V,25860244,5332065,4582751936
62,StuntmanGaming,2014-01-21,Behold the most viewed youtube video in the history of ever﻿,f,9bZkp7q19f0,UCrDkAvwZum-UTjHmzDI2iIw,2012-07-15,PSY - GANGNAM STYLE(강남스타일) M/V,25860244,5332065,4582751936
63,Master Chief,2014-01-21,when is this gonna hit 2 billion?﻿,f,9bZkp7q19f0,UCrDkAvwZum-UTjHmzDI2iIw,2012-07-15,PSY - GANGNAM STYLE(강남스타일) M/V,25860244,5332065,4582751936
64,David Bell,2014-01-21,the most viewed youtube video of all time?﻿,f,9bZkp7q19f0,UCrDkAvwZum-UTjHmzDI2iIw,2012-07-15,PSY - GANGNAM STYLE(강남스타일) M/V,25860244,5332065,4582751936
65,virgie natividad,2014-01-21,"969,210 dislikes like dislike themselves﻿",f,9bZkp7q19f0,UCrDkAvwZum-UTjHmzDI2iIw,2012-07-15,PSY - GANGNAM STYLE(강남스타일) M/V,25860244,5332065,4582751936
66,asd ad,2014-01-21,psy=korean﻿,f,9bZkp7q19f0,UCrDkAvwZum-UTjHmzDI2iIw,2012-07-15,PSY - GANGNAM STYLE(강남스타일) M/V,25860244,5332065,4582751936
67,Dymetex,2014-01-21,OMG this oldspice spraytan party commercial omg....i'm sitting here NO  this isn't a real thing is it? OMG ﻿,f,9bZkp7q19f0,UCrDkAvwZum-UTjHmzDI2iIw,2012-07-15,PSY - GANGNAM STYLE(강남스타일) M/V,25860244,5332065,4582751936
68,MrTuizentfloot,2014-01-21,"This is the only video on youtube that get so much views just because we  want to see how much views it has. 1.000.000 every day, I mean, Most people  think a video is popular when it actually gets 1.000.000 views.﻿",f,9bZkp7q19f0,UCrDkAvwZum-UTjHmzDI2iIw,2012-07-15,PSY - GANGNAM STYLE(강남스타일) M/V,25860244,5332065,4582751936
69,OREOGAM3R,2014-01-25,It's been back for quite a while now.,f,9bZkp7q19f0,UCrDkAvwZum-UTjHmzDI2iIw,2012-07-15,PSY - GANGNAM STYLE(강남스타일) M/V,25860244,5332065,4582751936
70,LEONARDO CAETANO,2014-01-27,2 Billions in 2014,f,9bZkp7q19f0,UCrDkAvwZum-UTjHmzDI2iIw,2012-07-15,PSY - GANGNAM STYLE(강남스타일) M/V,25860244,5332065,4582751936
71,fab life,2014-11-02,plz check out fablife / welcome to fablife for diys and challenges so plz  subscribe thx!﻿,t,9bZkp7q19f0,UCrDkAvwZum-UTjHmzDI2iIw,2012-07-15,PSY - GANGNAM STYLE(강남스타일) M/V,25860244,5332065,4582751936
72,Oh 1080s,2014-11-02,Sub my channel!﻿,t,9bZkp7q19f0,UCrDkAvwZum-UTjHmzDI2iIw,2012-07-15,PSY - GANGNAM STYLE(강남스타일) M/V,25860244,5332065,4582751936
73,Ariel Baptista,2014-11-02,http://www.ebay.com/itm/131338190916?ssPageName=STRK:MESELX:IT&amp;_trksid=p3984.m1555.l2649 ﻿,t,9bZkp7q19f0,UCrDkAvwZum-UTjHmzDI2iIw,2012-07-15,PSY - GANGNAM STYLE(강남스타일) M/V,25860244,5332065,4582751936
74,Stefano Albanese,2014-11-02,http://www.guardalo.org/best-of-funny-cats-gatti-pazzi-e-divertenti-2013-5287/100000415527985/ ﻿,t,9bZkp7q19f0,UCrDkAvwZum-UTjHmzDI2iIw,2012-07-15,PSY - GANGNAM STYLE(강남스타일) M/V,25860244,5332065,4582751936
75,Salim Tayara,2014-11-02,"if your like drones, plz subscribe to Kamal Tayara. He takes videos with  his drone that are absolutely beautiful.﻿",t,9bZkp7q19f0,UCrDkAvwZum-UTjHmzDI2iIw,2012-07-15,PSY - GANGNAM STYLE(강남스타일) M/V,25860244,5332065,4582751936
76,Lucky D.,2014-11-02,http://hackfbaccountlive.com/?ref=4604617﻿,t,9bZkp7q19f0,UCrDkAvwZum-UTjHmzDI2iIw,2012-07-15,PSY - GANGNAM STYLE(강남스타일) M/V,25860244,5332065,4582751936
77,Lucas Trigo,2014-11-02,"WHATS UP EVERYONE!? :-) I Trying To Showcase My Talent To The World! I Have Over 3000 SUBSCRIBERS! I PROMISE! I Dont Suck! Please Spread My Covers Around, SUBSCRIBE &amp; Share! Thanks so much for all your support! Lucas Trigo -Stay Awesome! ﻿",t,9bZkp7q19f0,UCrDkAvwZum-UTjHmzDI2iIw,2012-07-15,PSY - GANGNAM STYLE(강남스타일) M/V,25860244,5332065,4582751936
78,TheHariiiii,2014-11-02,-----&gt;&gt;&gt;&gt;  https://www.facebook.com/video.php?v=10200253113705769&amp;set=vb.201470069872822&amp;type=3&amp;permPage=1  &lt;--------﻿,t,9bZkp7q19f0,UCrDkAvwZum-UTjHmzDI2iIw,2012-07-15,PSY - GANGNAM STYLE(강남스타일) M/V,25860244,5332065,4582751936
79,Angel,2014-11-02,"Hi there~I''m group leader of Angel, a rookie Korean pop group. We have four  members, Chanicka, Julie, Stephanie, and myself, Leah. Please feel free to  check out our channel and leave some feedback on our cover videos (:  criticism is welcome as we know we''re not top notch singers so please come  leave some constructive feedback on our videos; we appreciate any chance to  improve before auditioning for a Korean management company. We plan on  auditioning for JYP, BigHit, Jellyfish, YG or SM. Thank you for taking time  out of your day to read this !﻿",t,9bZkp7q19f0,UCrDkAvwZum-UTjHmzDI2iIw,2012-07-15,PSY - GANGNAM STYLE(강남스타일) M/V,25860244,5332065,4582751936
80,Squir3,2014-11-02,http://woobox.com/33gxrf/brt0u5 FREE CS GO!!!!﻿,t,9bZkp7q19f0,UCrDkAvwZum-UTjHmzDI2iIw,2012-07-15,PSY - GANGNAM STYLE(강남스타일) M/V,25860244,5332065,4582751936
81,Kaya Roberts,2014-11-02,Admit it you just came here to check the number of viewers ﻿,f,9bZkp7q19f0,UCrDkAvwZum-UTjHmzDI2iIw,2012-07-15,PSY - GANGNAM STYLE(강남스타일) M/V,25860244,5332065,4582751936
173,Detroit Red Wings,2014-11-06,http://www.gofundme.com/gvr7xg﻿,t,9bZkp7q19f0,UCrDkAvwZum-UTjHmzDI2iIw,2012-07-15,PSY - GANGNAM STYLE(강남스타일) M/V,25860244,5332065,4582751936
82,Prim N.,2014-11-02,"Just coming to check if people are still viewing this video. And  apparently, they still do.﻿",f,9bZkp7q19f0,UCrDkAvwZum-UTjHmzDI2iIw,2012-07-15,PSY - GANGNAM STYLE(강남스타일) M/V,25860244,5332065,4582751936
83,James Ridge,2014-11-02,Check my first video out﻿,t,9bZkp7q19f0,UCrDkAvwZum-UTjHmzDI2iIw,2012-07-15,PSY - GANGNAM STYLE(강남스타일) M/V,25860244,5332065,4582751936
84,Minecraft-Viasat,2014-11-03,Check my channel﻿,t,9bZkp7q19f0,UCrDkAvwZum-UTjHmzDI2iIw,2012-07-15,PSY - GANGNAM STYLE(강남스타일) M/V,25860244,5332065,4582751936
85,Alessio Siri,2014-11-03,PSY - GANGNAM STYLE (강남스타일) M/V: http://youtu.be/9bZkp7q19f0﻿,f,9bZkp7q19f0,UCrDkAvwZum-UTjHmzDI2iIw,2012-07-15,PSY - GANGNAM STYLE(강남스타일) M/V,25860244,5332065,4582751936
86,Backup Plus,2014-11-03,Suscribe My Channel Please XD lol﻿,t,9bZkp7q19f0,UCrDkAvwZum-UTjHmzDI2iIw,2012-07-15,PSY - GANGNAM STYLE(강남스타일) M/V,25860244,5332065,4582751936
87,Almighty Toffeebomb,2014-11-03,Wow. Comments section on this still active. Not bad. Also 5277478 comments.  (Now 79)﻿,f,9bZkp7q19f0,UCrDkAvwZum-UTjHmzDI2iIw,2012-07-15,PSY - GANGNAM STYLE(강남스타일) M/V,25860244,5332065,4582751936
88,Meth Lover,2014-11-03,http://binbox.io/1FIRo#123﻿,t,9bZkp7q19f0,UCrDkAvwZum-UTjHmzDI2iIw,2012-07-15,PSY - GANGNAM STYLE(강남스타일) M/V,25860244,5332065,4582751936
89,NstyIC Gold,2014-11-03,Ching Ching ling long ding ring yaaaaaa Ganga sty FUCK YOU.﻿,f,9bZkp7q19f0,UCrDkAvwZum-UTjHmzDI2iIw,2012-07-15,PSY - GANGNAM STYLE(강남스타일) M/V,25860244,5332065,4582751936
90,Никита Безухов,2014-11-03,https://www.indiegogo.com/projects/cleaning-the-pan--2    please halp me  with my project﻿,t,9bZkp7q19f0,UCrDkAvwZum-UTjHmzDI2iIw,2012-07-15,PSY - GANGNAM STYLE(강남스타일) M/V,25860244,5332065,4582751936
91,Михаил Панкратов,2014-11-03,There is one video on my channel about my brother...﻿,t,9bZkp7q19f0,UCrDkAvwZum-UTjHmzDI2iIw,2012-07-15,PSY - GANGNAM STYLE(강남스타일) M/V,25860244,5332065,4582751936
92,Angek95,2014-11-03,"Check my channel, please!﻿",t,9bZkp7q19f0,UCrDkAvwZum-UTjHmzDI2iIw,2012-07-15,PSY - GANGNAM STYLE(강남스타일) M/V,25860244,5332065,4582751936
93,Arianna Leighton,2014-11-03,"Does anyone here use gift cards like Amazon, itunes, psn, google play,  itunes, or any other gift cards? Then you''ll be happy to know you can get  free gift card codes for free from an amazing site. Here is a $50 itunes  gift card code XXBB5TCZHM39HVZD﻿",t,9bZkp7q19f0,UCrDkAvwZum-UTjHmzDI2iIw,2012-07-15,PSY - GANGNAM STYLE(강남스타일) M/V,25860244,5332065,4582751936
94,richardex8,2014-11-03,Why does this video have so many views? Because asian things are awesome and non-asian countries are jelly so they  try to learn from asia by looking at this video d:﻿,f,9bZkp7q19f0,UCrDkAvwZum-UTjHmzDI2iIw,2012-07-15,PSY - GANGNAM STYLE(강남스타일) M/V,25860244,5332065,4582751936
95,Олег Пась,2014-11-03,Plizz withing my channel ﻿,t,9bZkp7q19f0,UCrDkAvwZum-UTjHmzDI2iIw,2012-07-15,PSY - GANGNAM STYLE(강남스타일) M/V,25860244,5332065,4582751936
96,Crooked Gaming,2014-11-04,I made a gaming channel (Unique right?) :L Angry Minecraft!﻿,t,9bZkp7q19f0,UCrDkAvwZum-UTjHmzDI2iIw,2012-07-15,PSY - GANGNAM STYLE(강남스타일) M/V,25860244,5332065,4582751936
97,Monwar Sarkar,2014-11-04,Please help me go here http://www.gofundme.com/littlebrother﻿,t,9bZkp7q19f0,UCrDkAvwZum-UTjHmzDI2iIw,2012-07-15,PSY - GANGNAM STYLE(강남스타일) M/V,25860244,5332065,4582751936
98,Jack ToadROXMK,2014-11-04,Anybody who subscribes to me will get 10 subscribers﻿,t,9bZkp7q19f0,UCrDkAvwZum-UTjHmzDI2iIw,2012-07-15,PSY - GANGNAM STYLE(강남스타일) M/V,25860244,5332065,4582751936
